2-0;http://localhost:3000/explore?countryCodes=us&page=2;wineries-bryant-family-wines-proprietor-grown-napa-valley-cabernet-sauvignon-2010;Bryant Family Vineyard Cabernet Sauvignon Proprietor Grown 2010;Napa Valley;United States;http://images.vivino.com/thumbs/1368122998_2808_375x500.jpg
2-1;http://localhost:3000/explore?countryCodes=us&page=2;wineries-bond-estates-wines-st-eden-napa-valley-red-2009;Bond Estates St Eden 2009;Napa Valley;United States;http://images.vivino.com/thumbs/Yn3Nptg-R9mrpzTuix3_Cw_375x500.jpg
2-2;http://localhost:3000/explore?countryCodes=us&page=2;wineries-bond-estates-wines-napa-valley-quella-red-2006;Bond Estates Quella 2006;Napa Valley;United States;http://images.vivino.com/thumbs/iKD_tFf4T9KJNiDmJ_xqng_375x500.jpg
2-3;http://localhost:3000/explore?countryCodes=us&page=2;wineries-jarvis-vineyards-wines-napa-valley-cave-fermented-finch-hollow-chardonnay-2012;Jarvis Chardonnay Finch Hollow 2012;Napa Valley;United States;http://images.vivino.com/thumbs/5nHGedDRSnmLybySG6R0NA_375x500.jpg
2-4;http://localhost:3000/explore?countryCodes=us&page=2;wineries-screaming-eagle-winery-wines-cabernet-sauvignon-2005;Screaming Eagle Cabernet Sauvignon 2005;Oakville;United States;http://images.vivino.com/thumbs/pBQHtPj5Rwav6n6jKHCTXw_375x500.jpg
2-5;http://localhost:3000/explore?countryCodes=us&page=2;wineries-bond-estates-wines-st-eden-napa-valley-red-2010;Bond Estates St Eden 2010;Napa Valley;United States;http://images.vivino.com/thumbs/wJyPuV-iTIW3aGvAlxMzlQ_375x500.jpg
2-6;http://localhost:3000/explore?countryCodes=us&page=2;wineries-sine-qua-non-wines-the-line-california-grenache-2008;Sine Qua Non The Line 2008;California;United States;http://images.vivino.com/thumbs/5XShc5JPSZiDqwNg0BQvuA_375x500.jpg
2-7;http://localhost:3000/explore?countryCodes=us&page=2;wineries-bond-estates-wines-st-eden-napa-valley-red-2004;Bond Estates St Eden 2004;Napa Valley;United States;http://images.vivino.com/thumbs/7rHOuCVaRSWtvp5H9Cr3Dg_375x500.jpg
2-8;http://localhost:3000/explore?countryCodes=us&page=2;wineries-bryant-family-wines-proprietor-grown-napa-valley-cabernet-sauvignon-2005;Bryant Family Vineyard Cabernet Sauvignon Proprietor Grown 2005;Napa Valley;United States;http://images.vivino.com/thumbs/1343145387_4879_375x500.jpg
2-9;http://localhost:3000/explore?countryCodes=us&page=2;wineries-screaming-eagle-winery-wines-cabernet-sauvignon-1999;Screaming Eagle Cabernet Sauvignon 1999;Oakville;United States;http://images.vivino.com/thumbs/_Mwx6M5-RpCPug8yNkwT4w_375x500.jpg
2-10;http://localhost:3000/explore?countryCodes=us&page=2;wineries-maybach-130654-wines-materium-2010;Maybach Family Vineyards Materium 2010;Oakville;United States;http://images.vivino.com/thumbs/AvdjLELpQsqfci-1zXd5IA_375x500.jpg
2-11;http://localhost:3000/explore?countryCodes=us&page=2;wineries-bond-estates-wines-vecina-napa-valley-red-2005;Bond Estates Vecina 2005;Napa Valley;United States;http://images.vivino.com/thumbs/3bfFL-XRT7ONtXRSVcOFUg_375x500.jpg
2-12;http://localhost:3000/explore?countryCodes=us&page=2;wineries-ovid-vineyards-wines-napa-valley-experiment-no-e04-red-cabernet-sauvignon-petit-v-2012;Ovid Experiment 2012;Napa Valley;United States;http://images.vivino.com/thumbs/kIUEl8EsQAmbCG7xgbKQyw_375x500.jpg
2-13;http://localhost:3000/explore?countryCodes=us&page=2;wineries-revana-wines-napa-valley-cabernet-sauvignon-2006;Revana St. Helena Cabernet Sauvignon 2006;St. Helena;United States;http://images.vivino.com/thumbs/GumMsCC6RXWZQua7gYOnUw_375x500.jpg
2-14;http://localhost:3000/explore?countryCodes=us&page=2;wineries-bond-estates-wines-napa-valley-quella-red-2011;Bond Estates Quella 2011;Napa Valley;United States;http://images.vivino.com/thumbs/OdrylcgsSgGe69y-H0hRrw_375x500.jpg
2-15;http://localhost:3000/explore?countryCodes=us&page=2;wineries-peter-michael-wines-les-pavots-2002;Peter Michael Winery Les Pavots 2002;Knights Valley;United States;http://images.vivino.com/thumbs/02mygykz93xqz_375x500.jpg
2-16;http://localhost:3000/explore?countryCodes=us&page=2;wineries-harlan-estate-wines-the-maiden-napa-valley-2007;Harlan Estate The Maiden Napa Valley 2007;Napa Valley;United States;http://images.vivino.com/thumbs/L5P4bsDZRnCLEZHRhQunCg_375x500.jpg
2-17;http://localhost:3000/explore?countryCodes=us&page=2;wineries-bond-estates-wines-st-eden-napa-valley-red-2011;Bond Estates St Eden 2011;Napa Valley;United States;http://images.vivino.com/thumbs/1RQCr1oBTRqMCtguFSh3sg_375x500.jpg
2-18;http://localhost:3000/explore?countryCodes=us&page=2;wineries-bryant-family-wines-proprietor-grown-napa-valley-cabernet-sauvignon-2011;Bryant Family Vineyard Cabernet Sauvignon Proprietor Grown 2011;Napa Valley;United States;http://images.vivino.com/thumbs/ox5O5ASdTN-YNHyOZxQ__g_375x500.jpg
2-19;http://localhost:3000/explore?countryCodes=us&page=2;wineries-checkerboard-wines-kings-row-napa-valley-red-2012;Checkerboard Vineyards Kings Row Red 2012;Napa Valley;United States;http://images.vivino.com/thumbs/d77KVlugReyY6iFNoiIx9A_375x500.jpg
2-20;http://localhost:3000/explore?countryCodes=us&page=2;wineries-bond-estates-wines-napa-valley-melbury-red-2008;Bond Estates Melbury 2008;Napa Valley;United States;http://images.vivino.com/thumbs/7w_7DndxSsy-hq8u7hGupg_375x500.jpg
2-21;http://localhost:3000/explore?countryCodes=us&page=2;wineries-screaming-eagle-winery-wines-cabernet-sauvignon-1998;Screaming Eagle Cabernet Sauvignon 1998;Oakville;United States;http://images.vivino.com/thumbs/8rjuFp6rSn-W76oBVMK4WQ_375x500.jpg
2-22;http://localhost:3000/explore?countryCodes=us&page=2;wineries-screaming-eagle-winery-wines-cabernet-sauvignon-2002;Screaming Eagle Cabernet Sauvignon 2002;Oakville;United States;http://images.vivino.com/thumbs/8JJj7Fl6T-6vUnx9CuE6Aw_375x500.jpg
2-23;http://localhost:3000/explore?countryCodes=us&page=2;wineries-sine-qua-non-wines-a-shot-in-the-dark-2006;Sine Qua Non A Shot In The Dark 2006;California;United States;http://images.vivino.com/thumbs/01r49hxi5ipa9_375x500.jpg
2-24;http://localhost:3000/explore?countryCodes=us&page=2;wineries-diamond-creek-vineyards-wines-diamond-creek-gravelly-meadow-cabernet-2010;Diamond Creek Gravelly Meadow Cabernet Sauvignon 2010;Napa Valley;United States;http://images.vivino.com/thumbs/4TBSpunFSByYgkaP0WrWPw_375x500.jpg
18-0;http://localhost:3000/explore?countryCodes=us&page=18;wineries-scare-crow-wines-2707400-red-2009;Scarecrow Cabernet Sauvignon 2009;Rutherford;United States;http://images.vivino.com/thumbs/yaOC6jPXTceLZX-IZoRf4A_375x500.jpg
18-1;http://localhost:3000/explore?countryCodes=us&page=18;wineries-peter-michael-wines-les-pavots-2013;Peter Michael Winery Les Pavots 2013;Knights Valley;United States;http://images.vivino.com/thumbs/tmQpssuQRuuGt11P-WVVxQ_375x500.jpg
18-2;http://localhost:3000/explore?countryCodes=us&page=18;wineries-williams-selyem-winery-wines-ferrington-anderson-valley-pinot-noir-2011;Williams Selyem Pinot Noir Ferrington Vineyard  2011;Anderson Valley;United States;http://images.vivino.com/thumbs/01po97hye7hst_375x500.jpg
18-3;http://localhost:3000/explore?countryCodes=us&page=18;wineries-quilceda-creek-wines-columbia-valley-cabernet-sauvignon-2013;Quilceda Creek Cabernet Sauvignon 2013;Columbia Valley;United States;http://images.vivino.com/thumbs/ITyBHPQYSSeK3elsGtGzow_375x500.jpg
18-4;http://localhost:3000/explore?countryCodes=us&page=18;wineries-quintessa-wines-quintessa-2001;Quintessa Rutherford Red 2001;Rutherford;United States;http://images.vivino.com/thumbs/02io92a1pekk9_375x500.jpg
18-5;http://localhost:3000/explore?countryCodes=us&page=18;wineries-altamura-winery-and-vineyards-wines-napa-valley-cabernet-sauvignon-2013;Altamura Cabernet Sauvignon 2013;Napa Valley;United States;http://images.vivino.com/thumbs/ZKQi-DJdSE68kkJf-VhNLg_375x500.jpg
18-6;http://localhost:3000/explore?countryCodes=us&page=18;wineries-far-niente-winery-wines-4187440-napa-valley-oakville-cabernet-sauvignon-2012;Far Niente Cave Collection Cabernet Sauvignon 2012;Oakville;United States;http://images.vivino.com/thumbs/X2k3kPI_TL6VwQXqeFqyOw_375x500.jpg
18-7;http://localhost:3000/explore?countryCodes=us&page=18;wineries-harlan-estate-wines-napa-valley-1996;Harlan Estate Napa Valley Bordeaux Blend 1996;Napa Valley;United States;http://images.vivino.com/thumbs/uUwhnnTYSr2-R8-JUJxzFQ_375x500.jpg
18-8;http://localhost:3000/explore?countryCodes=us&page=18;wineries-au-sommet-wines-napa-valley-atlas-peak-2010;Au Sommet Cabernet Sauvignon 2010;Atlas Peak;United States;http://images.vivino.com/thumbs/3mb4EjinQKG2Jtt1B9FBxg_375x500.jpg
18-9;http://localhost:3000/explore?countryCodes=us&page=18;wineries-williams-selyem-winery-wines-russian-river-valley-westside-road-neighbors-pinot-noir-2009;Williams Selyem Pinot Noir Westside Road Neighbors 2009;Russian River Valley;United States;http://images.vivino.com/thumbs/gA2Rbvg-TkeQ1M1Ro5tUrA_375x500.jpg
18-10;http://localhost:3000/explore?countryCodes=us&page=18;wineries-williams-selyem-winery-wines-ferrington-anderson-valley-pinot-noir-2010;Williams Selyem Pinot Noir Ferrington Vineyard  2010;Anderson Valley;United States;http://images.vivino.com/thumbs/00pmaxmzg55pe_375x500.jpg
18-11;http://localhost:3000/explore?countryCodes=us&page=18;wineries-dalla-valle-vineyards-wines-napa-valley-cabernet-sauvignon-2000;Dalla Valle Cabernet Sauvignon 2000;Napa Valley;United States;http://images.vivino.com/thumbs/00vbmapfbk2b2_375x500.jpg
18-12;http://localhost:3000/explore?countryCodes=us&page=18;wineries-shafer-vineyards-wines-hillside-select-1998;Shafer Hillside Select Cabernet Sauvignon 1998;Stags Leap District;United States;http://images.vivino.com/thumbs/gbz0fOT-RDG5BC040wH9rQ_375x500.jpg
18-13;http://localhost:3000/explore?countryCodes=us&page=18;wineries-lokoya-winery-wines-mount-veeder-napa-valley-cabernet-sauvignon-2010;Lokoya Mount Veeder Cabernet Sauvignon 2010;Mount Veeder;United States;http://images.vivino.com/thumbs/02rish3ykilky_375x500.jpg
18-14;http://localhost:3000/explore?countryCodes=us&page=18;wineries-chateau-montelena-winery-wines-estate-napa-valley-cabernet-sauvignon-1997;Chateau Montelena Estate Cabernet Sauvignon 1997;Calistoga;United States;http://images.vivino.com/thumbs/vU64BCMWSGuGnwfa3ASgAw_375x500.jpg
18-15;http://localhost:3000/explore?countryCodes=us&page=18;wineries-quilceda-creek-wines-1180819-cabernet-sauvignon-2003;Quilceda Creek Cabernet Sauvignon 2003;Columbia Valley;United States;http://images.vivino.com/thumbs/ib2H1_n8RzaCPbhpnCnn0g_375x500.jpg
18-16;http://localhost:3000/explore?countryCodes=us&page=18;wineries-alpha-omega-winery-wines-alpha-era-2012;Alpha Omega ERA Red 2012;Napa Valley;United States;http://images.vivino.com/thumbs/FGbYO6_XRKuzTIYbYjJPIg_375x500.jpg
18-17;http://localhost:3000/explore?countryCodes=us&page=18;wineries-au-sommet-wines-napa-valley-atlas-peak-2008;Au Sommet Cabernet Sauvignon 2008;Atlas Peak;United States;http://images.vivino.com/thumbs/0136sce5j9v1t_375x500.jpg
18-18;http://localhost:3000/explore?countryCodes=us&page=18;wineries-peter-michael-wines-belle-cote-chardonnay-2013;Peter Michael Winery Belle Côte Chardonnay 2013;Knights Valley;United States;http://images.vivino.com/thumbs/B3R6KIAIR2mi3JjzIV9-ag_375x500.jpg
18-19;http://localhost:3000/explore?countryCodes=us&page=18;wineries-schrader-cellars-wines-to-kalon-beckstoffer-cabernet-sauvignon-2013;Schrader Cabernet Sauvignon RBS To Kalon Beckstoffer 2013;Oakville;United States;http://images.vivino.com/thumbs/L4FuolRWTSivgaqqlZ699g_375x500.jpg
18-20;http://localhost:3000/explore?countryCodes=us&page=18;wineries-far-niente-winery-wines-1406484-napa-valley-oakville-cabernet-sauvignon-2008;Far Niente Cave Collection Cabernet Sauvignon 2008;Oakville;United States;http://images.vivino.com/thumbs/LvlmqEPIRemZuuq7ygevBw_375x500.jpg
18-21;http://localhost:3000/explore?countryCodes=us&page=18;wineries-silver-oak-cellars-wines-napa-valley-cabernet-sauvignon-1993;Silver Oak Cabernet Sauvignon 1993;Napa Valley;United States;http://images.vivino.com/thumbs/-FeMxJiBSR-_fZNwRYQT2Q_375x500.jpg
18-22;http://localhost:3000/explore?countryCodes=us&page=18;wineries-palmaz-vineyards-wines-cabernet-sauvignon-2013;Palmaz Cabernet Sauvignon 2013;Napa Valley;United States;http://images.vivino.com/thumbs/ditSygncRvqtN41-LAK6Zw_375x500.jpg
18-23;http://localhost:3000/explore?countryCodes=us&page=18;wineries-daou-wines-delaida-mountains-soul-of-a-lion-paso-robles-2013;Daou Soul of a Lion 2013;Paso Robles;United States;http://images.vivino.com/thumbs/-INVhec7SPq_6gRCqw2geg_375x500.jpg
18-24;http://localhost:3000/explore?countryCodes=us&page=18;wineries-cakebread-cellars-wines-hill-ranch-oakville-napa-valley-cabernet-sauvignon-2012;Cakebread Cellars Cabernet Sauvignon Vine Hill Ranch 2012;Oakville;United States;http://images.vivino.com/thumbs/NB9mN5odSYuzuoaElmZqvQ_375x500.jpg
35-0;http://localhost:3000/explore?countryCodes=us&page=35;wineries-jaqk-wines-high-roller-cabernet-sauvignon-2007;Jaqk High Roller Cabernet Sauvignon 2007;Paso Robles;United States;http://images.vivino.com/thumbs/1342201850_8523_375x500.jpg
35-1;http://localhost:3000/explore?countryCodes=us&page=35;wineries-bond-estates-wines-matriarch-napa-valley-red-2010;Bond Estates Matriarch 2010;Napa Valley;United States;http://images.vivino.com/thumbs/vyNXkf1PTJ-0-IgiAYDhcQ_375x500.jpg
35-2;http://localhost:3000/explore?countryCodes=us&page=35;wineries-verite-wines-wines-la-joie-2008;Verite La Joie 2008;Sonoma County;United States;http://images.vivino.com/thumbs/00nrwnp9kgq10_375x500.jpg
